vendor_name,vendor_url,vendor_hg_url,vendor_company_count,vendor_six_month_change,vendor_product_count,products_of_vendor,product_url
"Logi Analytics, Inc.",logianalytics.com,https://discovery.hgdata.com/collection/logi-analytics-inc-products-services,"2,106",-,4,Logi Analytics Platform,https://discovery.hgdata.com/product/logi-analytics-platform
"Logi Analytics, Inc.",logianalytics.com,https://discovery.hgdata.com/collection/logi-analytics-inc-products-services,"2,106",-,4,Zoomdata,https://discovery.hgdata.com/product/zoomdata
"APEX Analytix, LLC",apexanalytix.com,https://discovery.hgdata.com/collection/apex-analytix-llc-products-services,141,-,2,APEX Analytix (Unspecified Product),https://discovery.hgdata.com/product/apex-analytix-unspecified-product
"APEX Analytix, LLC",apexanalytix.com,https://discovery.hgdata.com/collection/apex-analytix-llc-products-services,141,-,2,FirstStrike,https://discovery.hgdata.com/product/firststrike
ID GmbH & Company KGaA,id-berlin.de,https://discovery.hgdata.com/collection/id-gmbh-and-company-kgaa-products-services,40,-,2,ID DIACOS,https://discovery.hgdata.com/product/id-diacos
ID GmbH & Company KGaA,id-berlin.de,https://discovery.hgdata.com/collection/id-gmbh-and-company-kgaa-products-services,40,-,2,ID EFIX,https://discovery.hgdata.com/product/id-efix
"Propertybase, Inc.",propertybase.com,https://discovery.hgdata.com/collection/propertybase-inc-products-services,176,-,1,Propertybase,https://discovery.hgdata.com/product/propertybase
"LogRhythm, Inc.",logrhythm.com,https://discovery.hgdata.com/collection/logrhythm-inc-products-services,"5,439",-,3,LogRhythm,https://discovery.hgdata.com/product/logrhythm
"LogRhythm, Inc.",logrhythm.com,https://discovery.hgdata.com/collection/logrhythm-inc-products-services,"5,439",-,3,LogRhythm NextGen SIEM Platform,https://discovery.hgdata.com/product/logrhythm-nextgen-siem-platform
"LogRhythm, Inc.",logrhythm.com,https://discovery.hgdata.com/collection/logrhythm-inc-products-services,"5,439",-,3,MITRE ATT&CK,https://discovery.hgdata.com/product/mitre-attandck
"Candelis, Inc.",candelis.com,https://discovery.hgdata.com/collection/candelis-inc-products-services,109,-,2,Candelis,https://discovery.hgdata.com/product/candelis
"Candelis, Inc.",candelis.com,https://discovery.hgdata.com/collection/candelis-inc-products-services,109,-,2,Candelis ImageGrid,https://discovery.hgdata.com/product/candelis-imagegrid
"Coreworx, Inc.",coreworx.com,https://discovery.hgdata.com/collection/coreworx-inc-products-services,194,-,1,Coreworx,https://discovery.hgdata.com/product/coreworx
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,CIF 20/20,https://discovery.hgdata.com/product/cif-20-20
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,Episys,https://discovery.hgdata.com/product/episys
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,Jack Henry & Associates,https://discovery.hgdata.com/product/jack-henry-and-associates
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,Jack Henry & Associates SilverLake,https://discovery.hgdata.com/product/jack-henry-and-associates-silverlake
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,Jack Henry Yellow Hammer,https://discovery.hgdata.com/product/jack-henry-yellow-hammer
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,ProfitStars,https://discovery.hgdata.com/product/profitstars
"Jack Henry & Associates, Inc.",jackhenry.com,https://discovery.hgdata.com/collection/jack-henry-and-associates-inc-products-services,"2,882",-,7,Symitar,https://discovery.hgdata.com/product/symitar
NetroxSC,netroxsc.com,https://discovery.hgdata.com/collection/netroxsc-products-services,19,-,1,Netrox SC,https://discovery.hgdata.com/product/netrox-sc
"WePay, Inc.",wepay.com,https://discovery.hgdata.com/collection/wepay-inc-products-services,"1,553",-,1,WePay,https://discovery.hgdata.com/product/wepay
"London Computer Systems, Inc.",lcs.com,https://discovery.hgdata.com/collection/london-computer-systems-inc-products-services,"2,100",-,1,Rent Manager,https://discovery.hgdata.com/product/rent-manager
Weatherford International PLC,weatherford.com,https://discovery.hgdata.com/collection/weatherford-international-plc-products-services,368,-,1,CygNet,https://discovery.hgdata.com/product/cygnet
Edgewall Software,edgewall.org,https://discovery.hgdata.com/collection/edgewall-software-products-services,58,-,1,Edgewall Trac,https://discovery.hgdata.com/product/edgewall-trac
NTT Data Corporation,nttdata.com,https://discovery.hgdata.com/collection/ntt-data-corporation-products-services,100,-,1,NTT Data (Unspecified Product),https://discovery.hgdata.com/product/ntt-data-unspecified-product
"easyDNS Technologies, Inc.",easydns.com,https://discovery.hgdata.com/collection/easydns-technologies-inc-products-services,24,-,1,easyDNS,https://discovery.hgdata.com/product/easydns
"Havenstar MMS, Ltd.",havenstar.com,https://discovery.hgdata.com/collection/havenstar-mms-ltd-products-services,17,-,1,Havenstar,https://discovery.hgdata.com/product/havenstar
"LearningMate Solutions, Inc.",learningmate.com,https://discovery.hgdata.com/collection/learningmate-solutions-inc-products-services,20,-,1,LearningMate,https://discovery.hgdata.com/product/learningmate
"EtQ, Inc.",etq.com,https://discovery.hgdata.com/collection/etq-inc-products-services,"1,407",-,1,EtQ Reliance,https://discovery.hgdata.com/product/etq-reliance
Breezeworks Corporation,breezeworks.com,https://discovery.hgdata.com/collection/breezeworks-corporation-products-services,9,-,1,Breezeworks,https://discovery.hgdata.com/product/breezeworks
Ladybird Web Solution Pvt Ltd,faveohelpdesk.com,https://discovery.hgdata.com/collection/ladybird-web-solution-pvt-ltd-products-services,2,-,1,Faveo Helpdesk,https://discovery.hgdata.com/product/faveo-helpdesk
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Arnold Renderer,https://discovery.hgdata.com/product/arnold-renderer
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,AutoCAD,https://discovery.hgdata.com/product/autocad
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,AutoCAD LT,https://discovery.hgdata.com/product/autocad-lt
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk (Unspecified Product),https://discovery.hgdata.com/product/autodesk-unspecified-product
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk 3ds Max,https://discovery.hgdata.com/product/autodesk-3ds-max
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk A360,https://discovery.hgdata.com/product/autodesk-a360
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Alias,https://discovery.hgdata.com/product/autodesk-alias
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Assemble,https://discovery.hgdata.com/product/autodesk-assemble
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk AutoSketch,https://discovery.hgdata.com/product/autodesk-autosketch
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk BIM 360,https://discovery.hgdata.com/product/autodesk-bim-360
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk BIM 360 Docs,https://discovery.hgdata.com/product/autodesk-bim-360-docs
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk BIM Collaborate,https://discovery.hgdata.com/product/autodesk-bim-collaborate
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk BIM360 Plan,https://discovery.hgdata.com/product/autodesk-bim360-plan
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Build,https://discovery.hgdata.com/product/autodesk-build
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Buzzsaw,https://discovery.hgdata.com/product/autodesk-buzzsaw
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk CFD,https://discovery.hgdata.com/product/autodesk-cfd
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Civil 3D,https://discovery.hgdata.com/product/autodesk-civil-3d
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Constructware,https://discovery.hgdata.com/product/autodesk-constructware
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Eagle,https://discovery.hgdata.com/product/autodesk-eagle
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk FeatureCAM,https://discovery.hgdata.com/product/autodesk-featurecam
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Flame,https://discovery.hgdata.com/product/autodesk-flame
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Fusion 360,https://discovery.hgdata.com/product/autodesk-fusion-360
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Fusion Lifecycle,https://discovery.hgdata.com/product/autodesk-fusion-lifecycle
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk InfraWorks,https://discovery.hgdata.com/product/autodesk-infraworks
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Inventor,https://discovery.hgdata.com/product/autodesk-inventor
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk MatchMover,https://discovery.hgdata.com/product/autodesk-matchmover
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Maya,https://discovery.hgdata.com/product/autodesk-maya
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Moldflow,https://discovery.hgdata.com/product/autodesk-moldflow
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk MotionBuilder,https://discovery.hgdata.com/product/autodesk-motionbuilder
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Mudbox,https://discovery.hgdata.com/product/autodesk-mudbox
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Navisworks,https://discovery.hgdata.com/product/autodesk-navisworks
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk PartMaker,https://discovery.hgdata.com/product/autodesk-partmaker
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk PowerInspect,https://discovery.hgdata.com/product/autodesk-powerinspect
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk PowerMill,https://discovery.hgdata.com/product/autodesk-powermill
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk PowerShape,https://discovery.hgdata.com/product/autodesk-powershape
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk ReCAP,https://discovery.hgdata.com/product/autodesk-recap
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Revit,https://discovery.hgdata.com/product/autodesk-revit
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Showcase,https://discovery.hgdata.com/product/autodesk-showcase
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Sketchbook,https://discovery.hgdata.com/product/autodesk-sketchbook
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Smoke,https://discovery.hgdata.com/product/autodesk-smoke
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Softimage,https://discovery.hgdata.com/product/autodesk-softimage
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Vault,https://discovery.hgdata.com/product/autodesk-vault
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk Volo View,https://discovery.hgdata.com/product/autodesk-volo-view
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Autodesk VRED,https://discovery.hgdata.com/product/autodesk-vred
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Delcam,https://discovery.hgdata.com/product/delcam
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,PlanGrid Build,https://discovery.hgdata.com/product/plangrid-build
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,SocialCam,https://discovery.hgdata.com/product/socialcam
"Autodesk, Inc.",autodesk.com,https://discovery.hgdata.com/collection/autodesk-inc-products-services,"6,45,869",-,48,Upchain,https://discovery.hgdata.com/product/upchain
OPEX Corporation,opex.com,https://discovery.hgdata.com/collection/opex-corporation-products-services,761,-,2,Opex Document Automation,https://discovery.hgdata.com/product/opex-document-automation
OPEX Corporation,opex.com,https://discovery.hgdata.com/collection/opex-corporation-products-services,761,-,2,Opex Mail Automation,https://discovery.hgdata.com/product/opex-mail-automation
"One Identity, LLC",oneidentity.com,https://discovery.hgdata.com/collection/one-identity-llc-products-services,817,-,2,One Identity Defender,https://discovery.hgdata.com/product/one-identity-defender
"One Identity, LLC",oneidentity.com,https://discovery.hgdata.com/collection/one-identity-llc-products-services,817,-,2,One Identity Manager,https://discovery.hgdata.com/product/one-identity-manager
"Consolidated Communications Holdings, Inc.",consolidated.com,https://discovery.hgdata.com/collection/consolidated-communications-holdings-inc-products-services,30,-,1,Enventis,https://discovery.hgdata.com/product/enventis
"Cezanne HR, Ltd.",cezannehr.com,https://discovery.hgdata.com/collection/cezanne-hr-ltd-products-services,54,-,1,Cezanne,https://discovery.hgdata.com/product/cezanne
"Forward Advantage, Inc.",forwardadvantage.com,https://discovery.hgdata.com/collection/forward-advantage-inc-products-services,199,-,1,Forward Advantage,https://discovery.hgdata.com/product/forward-advantage
"Concord Worldwide, Inc.",concordnow.com,https://discovery.hgdata.com/collection/concord-worldwide-inc-products-services,79,-,1,Concord,https://discovery.hgdata.com/product/concord
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Assure MIMIX,https://discovery.hgdata.com/product/assure-mimix
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,DATUM Information Value Management,https://discovery.hgdata.com/product/datum-information-value-management
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Enforcive,https://discovery.hgdata.com/product/enforcive
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,EngageOne,https://discovery.hgdata.com/product/engageone
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,EngageOne Enrichment,https://discovery.hgdata.com/product/engageone-enrichment
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Infogix,https://discovery.hgdata.com/product/infogix
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Ironstream,https://discovery.hgdata.com/product/ironstream
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,MapInfo Pro,https://discovery.hgdata.com/product/mapinfo-pro
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,MapMarker,https://discovery.hgdata.com/product/mapmarker
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,MapXtreme,https://discovery.hgdata.com/product/mapxtreme
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Precisely Spectrum Spatial,https://discovery.hgdata.com/product/precisely-spectrum-spatial
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Syncsort,https://discovery.hgdata.com/product/syncsort
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Trillium DQ,https://discovery.hgdata.com/product/trillium-dq
"Precisely Holdings, LLC",precisely.com,https://discovery.hgdata.com/collection/precisely-holdings-llc-products-services,"20,884",-,14,Trillium Quality,https://discovery.hgdata.com/product/trillium-quality
"Thycotic Software, LLC",thycotic.com,https://discovery.hgdata.com/collection/thycotic-software-llc-products-services,"1,448",-,3,Thycotic (Unspecified Product),https://discovery.hgdata.com/product/thycotic-unspecified-product
"Thycotic Software, LLC",thycotic.com,https://discovery.hgdata.com/collection/thycotic-software-llc-products-services,"1,448",-,3,Thycotic Privilege Manager,https://discovery.hgdata.com/product/thycotic-privilege-manager
"Thycotic Software, LLC",thycotic.com,https://discovery.hgdata.com/collection/thycotic-software-llc-products-services,"1,448",-,3,Thycotic Secret Server,https://discovery.hgdata.com/product/thycotic-secret-server
Questback A\S,questback.com,https://discovery.hgdata.com/collection/questback-a-s-products-services,"1,013",-,1,Questback,https://discovery.hgdata.com/product/questback
"Star2Star Communications, LLC",star2star.com,https://discovery.hgdata.com/collection/star2star-communications-llc-products-services,13,-,1,Star2Star,https://discovery.hgdata.com/product/star2star
"Quiq, Inc.",quiq.com,https://discovery.hgdata.com/collection/quiq-inc-products-services,134,-,1,Quiq,https://discovery.hgdata.com/product/quiq
"Specops Software, Ltd.",specopssoft.com,https://discovery.hgdata.com/collection/specops-software-ltd-products-services,60,-,1,Specops Deploy,https://discovery.hgdata.com/product/specops-deploy
"Eptica UK, Ltd.",eptica.com,https://discovery.hgdata.com/collection/eptica-uk-ltd-products-services,209,-,1,Eptica,https://discovery.hgdata.com/product/eptica
"Canfield Scientific, Inc.",canfieldsci.com,https://discovery.hgdata.com/collection/canfield-scientific-inc-products-services,2,-,1,OMNIA Imaging Station,https://discovery.hgdata.com/product/omnia-imaging-station
"Beijing SenseTime Technology Development Company, Ltd.",sensetime.com,https://discovery.hgdata.com/collection/beijing-sensetime-technology-development-company-ltd-products-services,75,-,1,SenseTime,https://discovery.hgdata.com/product/sensetime
"Loadlink Technologies, Inc.",loadlink.ca,https://discovery.hgdata.com/collection/loadlink-technologies-inc-products-services,562,-,1,Loadlink,https://discovery.hgdata.com/product/loadlink
FossID AB,fossid.com,https://discovery.hgdata.com/collection/fossid-ab-products-services,40,-,1,FossID,https://discovery.hgdata.com/product/fossid
"AlgoSec, Inc.",algosec.com,https://discovery.hgdata.com/collection/algosec-inc-products-services,"1,004",-,1,Algosec,https://discovery.hgdata.com/product/algosec
"Mezmo, Inc.",logdna.com,https://discovery.hgdata.com/collection/mezmo-inc-products-services,236,-,1,LogDNA,https://discovery.hgdata.com/product/logdna
"Five9, Inc.",five9.com,https://discovery.hgdata.com/collection/five9-inc-products-services,"3,528",-,1,Five9,https://discovery.hgdata.com/product/five9
"Systemedx, Inc.",systemedx.com,https://discovery.hgdata.com/collection/systemedx-inc-products-services,33,-,1,Systemedx,https://discovery.hgdata.com/product/systemedx
"Rustici Software, LLC",rusticisoftware.com,https://discovery.hgdata.com/collection/rustici-software-llc-products-services,132,-,1,Rustici,https://discovery.hgdata.com/product/rustici
"Roistat, Inc.",roistat.com,https://discovery.hgdata.com/collection/roistat-inc-products-services,"2,212",-,1,Roistat,https://discovery.hgdata.com/product/roistat
"Andersson Technologies, LLC",ssontech.com,https://discovery.hgdata.com/collection/andersson-technologies-llc-products-services,458,-,1,SynthEyes,https://discovery.hgdata.com/product/syntheyes
"Parsable, Inc.",parsable.com,https://discovery.hgdata.com/collection/parsable-inc-products-services,13,-,1,Parsable Connected Worker,https://discovery.hgdata.com/product/parsable-connected-worker
"Gimmal, LLC",gimmal.com,https://discovery.hgdata.com/collection/gimmal-llc-products-services,137,-,1,Gimmal,https://discovery.hgdata.com/product/gimmal
"CrowdStreet, Inc.",crowdstreet.com,https://discovery.hgdata.com/collection/crowdstreet-inc-products-services,14,-,1,CrowdStreet CS Connect,https://discovery.hgdata.com/product/crowdstreet-cs-connect
Xenialab S.R.L.,xenialab.com,https://discovery.hgdata.com/collection/xenialab-s-r-l-products-services,58,-,2,XCALLY,https://discovery.hgdata.com/product/xcally
Xenialab S.R.L.,xenialab.com,https://discovery.hgdata.com/collection/xenialab-s-r-l-products-services,58,-,2,Xenialab,https://discovery.hgdata.com/product/xenialab
"SECURITI, Inc.",securiti.ai,https://discovery.hgdata.com/collection/securiti-inc-products-services,248,-,1,SECURITI.ai,https://discovery.hgdata.com/product/securiti-ai
ConEst Software,conest.com,https://discovery.hgdata.com/collection/conest-software-products-services,404,-,2,ConEst,https://discovery.hgdata.com/product/conest
ConEst Software,conest.com,https://discovery.hgdata.com/collection/conest-software-products-services,404,-,2,ConEst IntelliBid,https://discovery.hgdata.com/product/conest-intellibid
Ingeniux Corporation,ingeniux.com,https://discovery.hgdata.com/collection/ingeniux-corporation-products-services,168,-,1,Ingeniux,https://discovery.hgdata.com/product/ingeniux
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7010 Series,https://discovery.hgdata.com/product/arista-7010-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7020R Series,https://discovery.hgdata.com/product/arista-7020r-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7050X3 Series,https://discovery.hgdata.com/product/arista-7050x3-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7060X Series,https://discovery.hgdata.com/product/arista-7060x-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7150 Series,https://discovery.hgdata.com/product/arista-7150-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7160 Series,https://discovery.hgdata.com/product/arista-7160-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7260X Series,https://discovery.hgdata.com/product/arista-7260x-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7300 Series,https://discovery.hgdata.com/product/arista-7300-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista 7500R3 Series,https://discovery.hgdata.com/product/arista-7500r3-series
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista Extensible Operating System,https://discovery.hgdata.com/product/arista-extensible-operating-system
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Arista Networks,https://discovery.hgdata.com/product/arista-networks
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Big Switch Networks,https://discovery.hgdata.com/product/big-switch-networks
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,CloudVision,https://discovery.hgdata.com/product/cloudvision
"Arista Networks, Inc.",arista.com,https://discovery.hgdata.com/collection/arista-networks-inc-products-services,"3,840",-,14,Mojo AirTight,https://discovery.hgdata.com/product/mojo-airtight
"Syntellis Performance Solutions, LLC",syntellis.com,https://discovery.hgdata.com/collection/syntellis-performance-solutions-llc-products-services,688,-,2,Axiom Software,https://discovery.hgdata.com/product/axiom-software
"Syntellis Performance Solutions, LLC",syntellis.com,https://discovery.hgdata.com/collection/syntellis-performance-solutions-llc-products-services,688,-,2,Syntellis,https://discovery.hgdata.com/product/syntellis
"Thermoflow, Inc.",thermoflow.com,https://discovery.hgdata.com/collection/thermoflow-inc-products-services,311,-,1,Thermoflow,https://discovery.hgdata.com/product/thermoflow
"Digitech Systems, LLC",digitechsystems.com,https://discovery.hgdata.com/collection/digitech-systems-llc-products-services,140,-,1,Digitech PaperVision,https://discovery.hgdata.com/product/digitech-papervision
"RFPIO, Inc.",rfpio.com,https://discovery.hgdata.com/collection/rfpio-inc-products-services,464,-,1,RFPIO,https://discovery.hgdata.com/product/rfpio
"Genoo, LLC",genoo.com,https://discovery.hgdata.com/collection/genoo-llc-products-services,95,-,1,Genoo,https://discovery.hgdata.com/product/genoo
"Open Door Logistics, Ltd.",opendoorlogistics.com,https://discovery.hgdata.com/collection/open-door-logistics-ltd-products-services,4,-,1,Open Door Logistics Studio,https://discovery.hgdata.com/product/open-door-logistics-studio
Orbcom – Equipamentos e Servicos de Informatica Lda.,orbcom.pt,https://discovery.hgdata.com/collection/orbcom-%E2%80%93-equipamentos-e-servicos-de-informatica-lda-products-services,52,-,1,Orbcom,https://discovery.hgdata.com/product/orbcom
DataEnter GmbH,dataenter.com,https://discovery.hgdata.com/collection/dataenter-gmbh-products-services,49,-,1,XWall,https://discovery.hgdata.com/product/xwall
"Infinity Tracking, Ltd.",infinity.co,https://discovery.hgdata.com/collection/infinity-tracking-ltd-products-services,662,-,1,Infinity Tracking,https://discovery.hgdata.com/product/infinity-tracking
Dragerwerk AG & Company KgaA,draeger.com,https://discovery.hgdata.com/collection/dragerwerk-ag-and-company-kgaa-products-services,596,-,6,Draeger Babylog,https://discovery.hgdata.com/product/draeger-babylog
