vendor_name,vendor_url,vendor_hg_url,vendor_company_count,vendor_six_month_change,vendor_product_count
"Auth0, Inc.",auth0.com,https://discovery.hgdata.com/collection/auth0-inc-products-services,"4,006",-,1
"Data Foundry, Inc.",datafoundry.com,https://discovery.hgdata.com/collection/data-foundry-inc-products-services,"3,663",-,1
"Red Hat, Inc.",redhat.com,https://discovery.hgdata.com/collection/red-hat-inc-products-services,"1,40,210",-,50
"Sysomos, Inc.",sysomos.com,https://discovery.hgdata.com/collection/sysomos-inc-products-services,"2,433",-,1
NationBuilder,nationbuilder.com,https://discovery.hgdata.com/collection/nationbuilder-products-services,"6,088",-,1
Orchard Software Corporation,orchardsoft.com,https://discovery.hgdata.com/collection/orchard-software-corporation-products-services,"2,442",-,1
Cartrabbit International Pvt Ltd,cartrabbit.io,https://discovery.hgdata.com/collection/cartrabbit-international-pvt-ltd-products-services,"2,022",-,1
"Emma, Inc.",myemma.com,https://discovery.hgdata.com/collection/emma-inc-products-services,"4,833",-,1
Fonecta Oy,fonecta.fi,https://discovery.hgdata.com/collection/fonecta-oy-products-services,"3,102",-,1
"Triple Lift, Inc.",triplelift.com,https://discovery.hgdata.com/collection/triple-lift-inc-products-services,"3,206",-,1
"BrightEdge Technologies, Inc.",brightedge.com,https://discovery.hgdata.com/collection/brightedge-technologies-inc-products-services,"4,358",-,1
"FoxyCartcom, LLC",foxy.io,https://discovery.hgdata.com/collection/foxycartcom-llc-products-services,"2,214",-,1
"Redis, Inc.",redis.com,https://discovery.hgdata.com/collection/redis-inc-products-services,"82,931",-,2
"Visual Visitor, LLC",visualvisitor.com,https://discovery.hgdata.com/collection/visual-visitor-llc-products-services,"2,852",-,1
"Harman International Industries, Inc.",harman.com,https://discovery.hgdata.com/collection/harman-international-industries-inc-products-services,"3,184",-,1
Doodle AG,doodle.com,https://discovery.hgdata.com/collection/doodle-ag-products-services,"1,850",-,1
Refinitiv,refinitiv.com,https://discovery.hgdata.com/collection/refinitiv-products-services,"3,569",-,5
"Renaissance Learning, Inc.",renaissance.com,https://discovery.hgdata.com/collection/renaissance-learning-inc-products-services,"2,350",-,4
"Branch Metrics, Inc.",branch.io,https://discovery.hgdata.com/collection/branch-metrics-inc-products-services,"3,273",-,1
"Wishpond Technologies, Ltd.",wishpond.com,https://discovery.hgdata.com/collection/wishpond-technologies-ltd-products-services,"2,667",-,1
"ReportGarden, Inc.",reportgarden.com,https://discovery.hgdata.com/collection/reportgarden-inc-products-services,"9,287",-,2
"Glassbox, Ltd.",glassbox.com,https://discovery.hgdata.com/collection/glassbox-ltd-products-services,"2,701",-,1
"RISA Tech, Inc.",risa.com,https://discovery.hgdata.com/collection/risa-tech-inc-products-services,"5,038",-,2
Revenera,revenera.com,https://discovery.hgdata.com/collection/revenera-products-services,"9,829",-,5
"Paycor, Inc.",paycor.com,https://discovery.hgdata.com/collection/paycor-inc-products-services,"5,452",-,2
"Broadly, Inc.",broadly.com,https://discovery.hgdata.com/collection/broadly-inc-products-services,"2,199",-,1
"Tessitura Network, Inc.",tessituranetwork.com,https://discovery.hgdata.com/collection/tessitura-network-inc-products-services,"1,815",-,1
"Meteor Development Group, Inc.",meteor.com,https://discovery.hgdata.com/collection/meteor-development-group-inc-products-services,"14,716",-,2
"MDaemon Technologies, Ltd.",altn.com,https://discovery.hgdata.com/collection/mdaemon-technologies-ltd-products-services,"2,793",-,1
"RingCentral, Inc.",ringcentral.com,https://discovery.hgdata.com/collection/ringcentral-inc-products-services,"8,028",-,6
"PR Newswire Association, LLC",prnewswire.com,https://discovery.hgdata.com/collection/pr-newswire-association-llc-products-services,"3,674",-,1
"ShareASale.com, Inc.",shareasale.com,https://discovery.hgdata.com/collection/shareasale-com-inc-products-services,"2,733",-,1
"Vaadin, Ltd.",vaadin.com,https://discovery.hgdata.com/collection/vaadin-ltd-products-services,"4,190",-,1
"Riverbed Technology, Inc.",riverbed.com,https://discovery.hgdata.com/collection/riverbed-technology-inc-products-services,"11,039",-,21
"OpenFOAM Foundation, Ltd.",openfoam.org,https://discovery.hgdata.com/collection/openfoam-foundation-ltd-products-services,"2,607",-,1
Rock Content Ltda.,rockcontent.com,https://discovery.hgdata.com/collection/rock-content-ltda-products-services,"2,013",-,2
"Eyefinity, Inc.",eyefinity.com,https://discovery.hgdata.com/collection/eyefinity-inc-products-services,"2,465",-,1
Northern.tech AS,northern.tech,https://discovery.hgdata.com/collection/northern-tech-as-products-services,"3,271",-,1
"Skyward, Inc.",skyward.com,https://discovery.hgdata.com/collection/skyward-inc-products-services,"1,950",-,1
"Rocket Software, Inc.",rocketsoftware.com,https://discovery.hgdata.com/collection/rocket-software-inc-products-services,"4,623",-,8
"Gorgias, Inc.",gorgias.com,https://discovery.hgdata.com/collection/gorgias-inc-products-services,"3,819",-,1
Django Software Foundation,djangoproject.com,https://discovery.hgdata.com/collection/django-software-foundation-products-services,"5,147",-,1
"Rockwell Automation, Inc.",rockwellautomation.com,https://discovery.hgdata.com/collection/rockwell-automation-inc-products-services,"15,917",-,6
"RSA Security, LLC",rsa.com,https://discovery.hgdata.com/collection/rsa-security-llc-products-services,"11,349",-,16
Dynamicweb Software A\S,dynamicweb.com,https://discovery.hgdata.com/collection/dynamicweb-software-a-s-products-services,"1,600",-,1
RWS Holdings PLC,rws.com,https://discovery.hgdata.com/collection/rws-holdings-plc-products-services,"6,786",-,6
"Kaltura, Inc.",corp.kaltura.com,https://discovery.hgdata.com/collection/kaltura-inc-products-services,"7,948",-,1
"Safe Software, Inc.",safe.com,https://discovery.hgdata.com/collection/safe-software-inc-products-services,"2,923",-,1
"Nimble, Inc.",nimble.com,https://discovery.hgdata.com/collection/nimble-inc-products-services,"3,161",-,1
Faronics Corporation,faronics.com,https://discovery.hgdata.com/collection/faronics-corporation-products-services,"1,697",-,1
S.W.I.F.T. SC,swift.com,https://discovery.hgdata.com/collection/s-w-i-f-t-sc-products-services,"4,649",-,2
Sage Group PLC,sage.com,https://discovery.hgdata.com/collection/sage-group-plc-products-services,"1,61,050",-,28
"Garmin, Ltd.",garmin.com,https://discovery.hgdata.com/collection/garmin-ltd-products-services,"2,509",-,1
"Fivetran, Inc.",fivetran.com,https://discovery.hgdata.com/collection/fivetran-inc-products-services,"1,789",-,1
Usabilla B.V.,usabilla.com,https://discovery.hgdata.com/collection/usabilla-b-v-products-services,"2,574",-,1
DocuWare GmbH,docuware.com,https://discovery.hgdata.com/collection/docuware-gmbh-products-services,"3,168",-,1
Trusted Shops GmbH,etrusted.com,https://discovery.hgdata.com/collection/trusted-shops-gmbh-products-services,"6,841",-,1
"Stratasys, Ltd.",stratasys.com,https://discovery.hgdata.com/collection/stratasys-ltd-products-services,"5,643",-,2
Intershop Communications AG,intershop.com,https://discovery.hgdata.com/collection/intershop-communications-ag-products-services,"2,756",-,1
"Caucho Technology, Inc.",caucho.com,https://discovery.hgdata.com/collection/caucho-technology-inc-products-services,"3,741",-,1
"Education Software Solutions, Ltd.",ess-sims.co.uk,https://discovery.hgdata.com/collection/education-software-solutions-ltd-products-services,"4,636",-,1
Geodis FF Belgium,geodis.com,https://discovery.hgdata.com/collection/geodis-ff-belgium-products-services,"1,639",-,1
"Diebold Nixdorf, Inc.",dieboldnixdorf.com,https://discovery.hgdata.com/collection/diebold-nixdorf-inc-products-services,"2,707",-,1
"SailPoint Technologies, Inc.",sailpoint.com,https://discovery.hgdata.com/collection/sailpoint-technologies-inc-products-services,"4,443",-,5
"Salesforce.com, Inc.",salesforce.com,https://discovery.hgdata.com/collection/salesforce-com-inc-products-services,"5,11,677",-,55
Xpand IT Solutions Lda.,xpand-it.com,https://discovery.hgdata.com/collection/xpand-it-solutions-lda-products-services,"2,336",-,1
"Samsung Electronics Company, Ltd.",samsung.com,https://discovery.hgdata.com/collection/samsung-electronics-company-ltd-products-services,"4,288",-,8
"Hangzhou Hikvision Digital Technology Company, Ltd.",hikvision.com,https://discovery.hgdata.com/collection/hangzhou-hikvision-digital-technology-company-ltd-products-services,"1,787",-,1
"Sea, Ltd.",sea.com,https://discovery.hgdata.com/collection/sea-ltd-products-services,"3,857",-,1
LiveZilla GmbH,livezilla.net,https://discovery.hgdata.com/collection/livezilla-gmbh-products-services,"8,509",-,1
Icinga GmbH,icinga.com,https://discovery.hgdata.com/collection/icinga-gmbh-products-services,"4,753",-,1
"TOPdesk USA, Inc.",topdesk.com,https://discovery.hgdata.com/collection/topdesk-usa-inc-products-services,"3,325",-,1
"Windstream Services, LLC",windstreamenterprise.com,https://discovery.hgdata.com/collection/windstream-services-llc-products-services,"2,961",-,1
Sangoma Technologies Corporation,sangoma.com,https://discovery.hgdata.com/collection/sangoma-technologies-corporation-products-services,"23,913",-,4
"Kareo, Inc.",kareo.com,https://discovery.hgdata.com/collection/kareo-inc-products-services,"1,773",-,1
"Percona, LLC",percona.com,https://discovery.hgdata.com/collection/percona-llc-products-services,"3,585",-,1
SAP Ariba,ariba.com,https://discovery.hgdata.com/collection/sap-ariba-products-services,"16,596",-,36
"Pixlee, Inc.",pixlee.com,https://discovery.hgdata.com/collection/pixlee-inc-products-services,"2,414",-,1
"Recruitics, LLC",recruitics.com,https://discovery.hgdata.com/collection/recruitics-llc-products-services,"1,752",-,1
F-Secure Corporation,f-secure.com,https://discovery.hgdata.com/collection/f-secure-corporation-products-services,"1,653",-,1
Nosto Solutions Oy,nosto.com,https://discovery.hgdata.com/collection/nosto-solutions-oy-products-services,"1,662",-,1
"CIVICRM, LLC",civicrm.org,https://discovery.hgdata.com/collection/civicrm-llc-products-services,"1,688",-,1
"London Computer Systems, Inc.",lcs.com,https://discovery.hgdata.com/collection/london-computer-systems-inc-products-services,"2,100",-,1
The Ceph Foundation,ceph.io,https://discovery.hgdata.com/collection/the-ceph-foundation-products-services,"4,929",-,1
"AutopilotHQ, Inc.",autopilotapp.com,https://discovery.hgdata.com/collection/autopilothq-inc-products-services,"3,768",-,1
"Expensify, Inc.",expensify.com,https://discovery.hgdata.com/collection/expensify-inc-products-services,"6,047",-,1
"SnapEngage, LLC",snapengage.com,https://discovery.hgdata.com/collection/snapengage-llc-products-services,"4,876",-,1
SAP Concur,concur.com,https://discovery.hgdata.com/collection/sap-concur-products-services,"33,555",-,18
"Infolinks, Inc.",infolinks.com,https://discovery.hgdata.com/collection/infolinks-inc-products-services,"4,971",-,1
"Evidon, Inc.",evidon.com,https://discovery.hgdata.com/collection/evidon-inc-products-services,"2,434",-,1
"NEOGOV, Inc.",neogov.com,https://discovery.hgdata.com/collection/neogov-inc-products-services,"1,922",-,1
"Feefo Holdings, Ltd.",feefo.com,https://discovery.hgdata.com/collection/feefo-holdings-ltd-products-services,"3,090",-,1
"Edmodo, Inc.",edmodo.com,https://discovery.hgdata.com/collection/edmodo-inc-products-services,"2,007",-,1
"Enhancesoft, LLC",enhancesoft.com,https://discovery.hgdata.com/collection/enhancesoft-llc-products-services,"1,834",-,1
"Workfront, Inc.",workfront.com,https://discovery.hgdata.com/collection/workfront-inc-products-services,"4,536",-,2
SysAid Technologies,sysaid.com,https://discovery.hgdata.com/collection/sysaid-technologies-products-services,"3,252",-,1
SAP SE,sap.com,https://discovery.hgdata.com/collection/sap-se-products-services,"2,58,171",-,312
Appian Corporation,appian.com,https://discovery.hgdata.com/collection/appian-corporation-products-services,"2,953",-,1
Navegg,navegg.com,https://discovery.hgdata.com/collection/navegg-products-services,"3,267",-,1
"SAS Institute, Inc.",sas.com,https://discovery.hgdata.com/collection/sas-institute-inc-products-services,"22,188",-,64
"Audatex North America, Inc.",audatex.us,https://discovery.hgdata.com/collection/audatex-north-america-inc-products-services,"3,421",-,1
vBulletin,vbulletin.com,https://discovery.hgdata.com/collection/vbulletin-products-services,"5,771",-,1
"Schlumberger, Ltd.",slb.com,https://discovery.hgdata.com/collection/schlumberger-ltd-products-services,"11,095",-,4
"Aravo Solutions, Inc.",aravo.com,https://discovery.hgdata.com/collection/aravo-solutions-inc-products-services,"3,783",-,1
"Monsido, Inc.",monsido.com,https://discovery.hgdata.com/collection/monsido-inc-products-services,"1,769",-,1
Schneider Electric SE,se.com,https://discovery.hgdata.com/collection/schneider-electric-se-products-services,"20,711",-,6
Seiko Epson Corporation,epson.com,https://discovery.hgdata.com/collection/seiko-epson-corporation-products-services,"22,512",-,3
"Gumroad, Inc.",gumroad.com,https://discovery.hgdata.com/collection/gumroad-inc-products-services,"1,912",-,1
CleverReach GmbH & Company KG,cleverreach.com,https://discovery.hgdata.com/collection/cleverreach-gmbh-and-company-kg-products-services,"1,628",-,1
"ServiceNow, Inc.",servicenow.com,https://discovery.hgdata.com/collection/servicenow-inc-products-services,"34,529",-,43
"phoenixNAP, LLC",phoenixnap.com,https://discovery.hgdata.com/collection/phoenixnap-llc-products-services,"3,159",-,1
"SparkLIT Networks, Inc.",sparklit.com,https://discovery.hgdata.com/collection/sparklit-networks-inc-products-services,"3,304",-,1
"DNSPod, Inc.",dnspod.com,https://discovery.hgdata.com/collection/dnspod-inc-products-services,"4,699",-,1
"HostMonster, Inc.",hostmonster.com,https://discovery.hgdata.com/collection/hostmonster-inc-products-services,"2,055",-,1
"Retail Pro International, LLC",retailpro.com,https://discovery.hgdata.com/collection/retail-pro-international-llc-products-services,"2,345",-,1
"Sparta Systems, Inc.",spartasystems.com,https://discovery.hgdata.com/collection/sparta-systems-inc-products-services,"3,180",-,1
Salient Corporation,salient.com,https://discovery.hgdata.com/collection/salient-corporation-products-services,"4,681",-,1
"Marchex, Inc.",marchex.com,https://discovery.hgdata.com/collection/marchex-inc-products-services,"5,405",-,1
"ZoomInfo Technologies, LLC",zoominfo.com,https://discovery.hgdata.com/collection/zoominfo-technologies-llc-products-services,"8,654",-,1
"ServiceMax, Inc.",servicemax.com,https://discovery.hgdata.com/collection/servicemax-inc-products-services,"1,721",-,1
Kevel,kevel.co,https://discovery.hgdata.com/collection/kevel-products-services,"2,990",-,1
"Graylog, Inc.",graylog.org,https://discovery.hgdata.com/collection/graylog-inc-products-services,"5,031",-,1
"24liveblog, Inc.",24liveblog.com,https://discovery.hgdata.com/collection/24liveblog-inc-products-services,"1,783",-,1
"SpotX, Inc.",spotx.tv,https://discovery.hgdata.com/collection/spotx-inc-products-services,"6,424",-,1
"Gem Software, Inc.",gem.com,https://discovery.hgdata.com/collection/gem-software-inc-products-services,"7,690",-,1
"HostDime.com, Inc.",hostdime.com,https://discovery.hgdata.com/collection/hostdime-com-inc-products-services,"7,007",-,1
"Listrak, LLC",listrak.com,https://discovery.hgdata.com/collection/listrak-llc-products-services,"3,596",-,1
Carlson Software,carlsonsw.com,https://discovery.hgdata.com/collection/carlson-software-products-services,"1,892",-,1
JazzHR,jazzhr.com,https://discovery.hgdata.com/collection/jazzhr-products-services,"2,999",-,1
"Shopify, Inc.",shopify.com,https://discovery.hgdata.com/collection/shopify-inc-products-services,"1,93,886",-,6
"Moonfruit, Ltd.",moonfruit.com,https://discovery.hgdata.com/collection/moonfruit-ltd-products-services,"1,962",-,1
"Yealink, Inc.",yealink.com,https://discovery.hgdata.com/collection/yealink-inc-products-services,"1,939",-,1
GibbsCAM,gibbscam.com,https://discovery.hgdata.com/collection/gibbscam-products-services,"2,783",-,1
"Ptmind, Inc.",ptmind.com,https://discovery.hgdata.com/collection/ptmind-inc-products-services,"2,193",-,1
"Mapp Digital US, LLC",mapp.com,https://discovery.hgdata.com/collection/mapp-digital-us-llc-products-services,"2,024",-,1
"Practice Fusion, Inc.",practicefusion.com,https://discovery.hgdata.com/collection/practice-fusion-inc-products-services,"3,705",-,1
Siemens AG,siemens.com,https://discovery.hgdata.com/collection/siemens-ag-products-services,"62,438",-,60
"Drake Enterprises, Ltd.",drakesoftware.com,https://discovery.hgdata.com/collection/drake-enterprises-ltd-products-services,"1,796",-,1
"SilkRoad Technology, Inc.",silkroadtechnology.com,https://discovery.hgdata.com/collection/silkroad-technology-inc-products-services,"2,393",-,7
Aspose Pty Ltd,aspose.com,https://discovery.hgdata.com/collection/aspose-pty-ltd-products-services,"3,188",-,1
Magix Software GmbH,magix.com,https://discovery.hgdata.com/collection/magix-software-gmbh-products-services,"4,560",-,1
"Miva, Inc.",miva.com,https://discovery.hgdata.com/collection/miva-inc-products-services,"3,706",-,1
OSSEC Foundation,ossec.net,https://discovery.hgdata.com/collection/ossec-foundation-products-services,"2,248",-,1
"ChargeBee, Inc.",chargebee.com,https://discovery.hgdata.com/collection/chargebee-inc-products-services,"2,329",-,1
Sitecore Corporation,sitecore.com,https://discovery.hgdata.com/collection/sitecore-corporation-products-services,"16,767",-,5
"IDG Communications, Inc.",idg.com,https://discovery.hgdata.com/collection/idg-communications-inc-products-services,"6,484",-,2
"Schneider Electric Japan Holdings, Ltd.",proface.com,https://discovery.hgdata.com/collection/schneider-electric-japan-holdings-ltd-products-services,"3,117",-,1
Skillsoft Corporation,skillsoft.com,https://discovery.hgdata.com/collection/skillsoft-corporation-products-services,"2,746",-,2
"PROTOIO, Inc.",proto.io,https://discovery.hgdata.com/collection/protoio-inc-products-services,"1,942",-,1
"SmartBear Software, Inc.",smartbear.com,https://discovery.hgdata.com/collection/smartbear-software-inc-products-services,"32,467",-,8
"Katalon, Inc.",katalon.com,https://discovery.hgdata.com/collection/katalon-inc-products-services,"1,954",-,1
"Chief Architect, Inc.",chiefarchitect.com,https://discovery.hgdata.com/collection/chief-architect-inc-products-services,"1,773",-,1
"CartStack, LLC",cartstack.com,https://discovery.hgdata.com/collection/cartstack-llc-products-services,"1,785",-,1
"Zenoss, Inc.",zenoss.com,https://discovery.hgdata.com/collection/zenoss-inc-products-services,"3,443",-,1
"Keen.io, LLC",keen.io,https://discovery.hgdata.com/collection/keen-io-llc-products-services,"6,113",-,1
"Braze, Inc.",braze.com,https://discovery.hgdata.com/collection/braze-inc-products-services,"2,098",-,1
"Yii Software, LLC",yiiframework.com,https://discovery.hgdata.com/collection/yii-software-llc-products-services,"8,365",-,1
Thawte,thawte.com,https://discovery.hgdata.com/collection/thawte-products-services,"3,067",-,1
"Firebird Foundation, Inc.",firebirdsql.org,https://discovery.hgdata.com/collection/firebird-foundation-inc-products-services,"7,875",-,1
Smartbid,smartbid.co,https://discovery.hgdata.com/collection/smartbid-products-services,"5,301",-,3
"Schedulicity, Inc.",schedulicity.com,https://discovery.hgdata.com/collection/schedulicity-inc-products-services,"2,255",-,1
"Breezy HR, Inc.",breezy.hr,https://discovery.hgdata.com/collection/breezy-hr-inc-products-services,"1,828",-,1
"Metabase, Inc.",metabase.com,https://discovery.hgdata.com/collection/metabase-inc-products-services,"3,323",-,1
OXID eSales AG,oxid-esales.com,https://discovery.hgdata.com/collection/oxid-esales-ag-products-services,"2,171",-,1
Snoobi B.V.,snoobi-technology.com,https://discovery.hgdata.com/collection/snoobi-b-v-products-services,"4,589",-,1
"Upwork Global, Inc.",upwork.com,https://discovery.hgdata.com/collection/upwork-global-inc-products-services,"3,444",-,1
"GMO GlobalSign, Ltd.",globalsign.com,https://discovery.hgdata.com/collection/gmo-globalsign-ltd-products-services,"3,693",-,1
"E-Builder, Inc.",e-builder.net,https://discovery.hgdata.com/collection/e-builder-inc-products-services,"1,652",-,1
"Snowflake Computing, Inc.",snowflake.com,https://discovery.hgdata.com/collection/snowflake-computing-inc-products-services,"13,176",-,3
"Relativity ODA, LLC",relativity.com,https://discovery.hgdata.com/collection/relativity-oda-llc-products-services,"3,984",-,2
"Interact Software, Inc.",interactsoftware.com,https://discovery.hgdata.com/collection/interact-software-inc-products-services,"1,973",-,1
"ClickDimensions, LLC",clickdimensions.com,https://discovery.hgdata.com/collection/clickdimensions-llc-products-services,"7,089",-,1
"SofterWare, Inc.",softerware.com,https://discovery.hgdata.com/collection/softerware-inc-products-services,"5,982",-,2
"Yext, Inc.",yext.com,https://discovery.hgdata.com/collection/yext-inc-products-services,"7,700",-,1
FareHarbor B.V.,fareharbor.com,https://discovery.hgdata.com/collection/fareharbor-b-v-products-services,"6,213",-,1
"Automation Anywhere, Inc.",automationanywhere.com,https://discovery.hgdata.com/collection/automation-anywhere-inc-products-services,"4,918",-,1
Software AG,softwareag.com,https://discovery.hgdata.com/collection/software-ag-products-services,"15,461",-,69
"Applied Systems, Inc.",appliedsystems.com,https://discovery.hgdata.com/collection/applied-systems-inc-products-services,"2,330",-,1
"Heap, Inc.",heap.io,https://discovery.hgdata.com/collection/heap-inc-products-services,"8,148",-,1
"SolarWinds Worldwide, LLC",solarwinds.com,https://discovery.hgdata.com/collection/solarwinds-worldwide-llc-products-services,"46,701",-,17
"Instapage, Inc.",instapage.com,https://discovery.hgdata.com/collection/instapage-inc-products-services,"3,166",-,1
Ethereum Foundation,ethereum.org,https://discovery.hgdata.com/collection/ethereum-foundation-products-services,"7,693",-,1
"Aha! Labs, Inc.",aha.io,https://discovery.hgdata.com/collection/aha-labs-inc-products-services,"2,619",-,1
"Sonatype, Inc.",sonatype.com,https://discovery.hgdata.com/collection/sonatype-inc-products-services,"14,206",-,5
"RaRe Technologies, Ltd.",rare-technologies.com,https://discovery.hgdata.com/collection/rare-technologies-ltd-products-services,"2,221",-,1
"SonicWall, Inc.",sonicwall.com,https://discovery.hgdata.com/collection/sonicwall-inc-products-services,"33,290",-,12
Sony Corporation,sony.net,https://discovery.hgdata.com/collection/sony-corporation-products-services,"19,154",-,3
"Lenel Systems International, Inc.",lenel.com,https://discovery.hgdata.com/collection/lenel-systems-international-inc-products-services,"4,220",-,1
"Qualaroo, Inc.",qualaroo.com,https://discovery.hgdata.com/collection/qualaroo-inc-products-services,"6,268",-,1
YOOtheme GmbH,yootheme.com,https://discovery.hgdata.com/collection/yootheme-gmbh-products-services,"7,413",-,1
"Appcues, Inc.",appcues.com,https://discovery.hgdata.com/collection/appcues-inc-products-services,"2,680",-,1
"PastPerfect Software, Inc.",museumsoftware.com,https://discovery.hgdata.com/collection/pastperfect-software-inc-products-services,"6,222",-,1
"Sophos, Ltd.",sophos.com,https://discovery.hgdata.com/collection/sophos-ltd-products-services,"28,502",-,15
"Replicon, Inc.",replicon.com,https://discovery.hgdata.com/collection/replicon-inc-products-services,"1,641",-,1
"Avetta, LLC",avetta.com,https://discovery.hgdata.com/collection/avetta-llc-products-services,"1,710",-,1
Axis Communications AB,axis.com,https://discovery.hgdata.com/collection/axis-communications-ab-products-services,"2,454",-,1
Creatopy,creatopy.com,https://discovery.hgdata.com/collection/creatopy-products-services,"1,888",-,1
"SOTI, Inc.",soti.net,https://discovery.hgdata.com/collection/soti-inc-products-services,"2,271",-,2
Laserfiche,laserfiche.com,https://discovery.hgdata.com/collection/laserfiche-products-services,"4,560",-,1
"Beeketing, Inc.",beeketing.com,https://discovery.hgdata.com/collection/beeketing-inc-products-services,"3,501",-,1
POSitouch,positouch.com,https://discovery.hgdata.com/collection/positouch-products-services,"1,717",-,1
"Hireology, Inc.",hireology.com,https://discovery.hgdata.com/collection/hireology-inc-products-services,"1,948",-,1
"Innovyze, Inc.",innovyze.com,https://discovery.hgdata.com/collection/innovyze-inc-products-services,"3,189",-,1
Computational Hydraulics International (CHI),chiwater.com,https://discovery.hgdata.com/collection/computational-hydraulics-international-chi-products-services,"2,836",-,1
Cbox,cbox.ws,https://discovery.hgdata.com/collection/cbox-products-services,"3,499",-,1
"Splunk, Inc.",splunk.com,https://discovery.hgdata.com/collection/splunk-inc-products-services,"28,570",-,18
"Gubagoo, Inc.",gubagoo.com,https://discovery.hgdata.com/collection/gubagoo-inc-products-services,"4,773",-,1
Emplifi Czech Republic a.s.,emplifi.io,https://discovery.hgdata.com/collection/emplifi-czech-republic-a-s-products-services,"3,544",-,1
"Sprinklr, Inc.",sprinklr.com,https://discovery.hgdata.com/collection/sprinklr-inc-products-services,"6,720",-,5
"M-Files, Inc.",m-files.com,https://discovery.hgdata.com/collection/m-files-inc-products-services,"1,968",-,1
"Genbook, Inc.",genbook.com,https://discovery.hgdata.com/collection/genbook-inc-products-services,"1,798",-,1
"SPS Commerce, Inc.",spscommerce.com,https://discovery.hgdata.com/collection/sps-commerce-inc-products-services,"2,611",-,2
OpenMP ARB,openmp.org,https://discovery.hgdata.com/collection/openmp-arb-products-services,"3,390",-,1
ExplosionAI GmbH,explosion.ai,https://discovery.hgdata.com/collection/explosionai-gmbh-products-services,"3,734",-,1
"Square, Inc.",squareup.com,https://discovery.hgdata.com/collection/square-inc-products-services,"1,47,460",-,6
"AddShoppers, Inc.",addshoppers.com,https://discovery.hgdata.com/collection/addshoppers-inc-products-services,"1,994",-,1
Visme,visme.co,https://discovery.hgdata.com/collection/visme-products-services,"1,664",-,1
SS&C Advent,advent.com,https://discovery.hgdata.com/collection/ssandc-advent-products-services,"2,397",-,2
AB Tasty SAS,abtasty.com,https://discovery.hgdata.com/collection/ab-tasty-sas-products-services,"3,744",-,1
"Videojet Technologies, Inc.",videojet.com,https://discovery.hgdata.com/collection/videojet-technologies-inc-products-services,"2,568",-,1
"dotdigital EMEA, Ltd.",dotdigital.com,https://discovery.hgdata.com/collection/dotdigital-emea-ltd-products-services,"5,883",-,1
StorageCraft Technology Corporation,storagecraft.com,https://discovery.hgdata.com/collection/storagecraft-technology-corporation-products-services,"1,495",-,2
SISTRIX GmbH,sistrix.com,https://discovery.hgdata.com/collection/sistrix-gmbh-products-services,"2,767",-,2
"ClickDesk, Inc.",clickdesk.com,https://discovery.hgdata.com/collection/clickdesk-inc-products-services,"5,300",-,1
"BuzzSumo, Ltd.",buzzsumo.com,https://discovery.hgdata.com/collection/buzzsumo-ltd-products-services,"2,034",-,1
"User Local, Inc.",userlocal.jp,https://discovery.hgdata.com/collection/user-local-inc-products-services,"3,426",-,2
"Stripe, Inc.",stripe.com,https://discovery.hgdata.com/collection/stripe-inc-products-services,"2,89,304",-,6
"Smith Technologies, LLC",qs1.com,https://discovery.hgdata.com/collection/smith-technologies-llc-products-services,"1,763",-,1
Centreon SAS,centreon.com,https://discovery.hgdata.com/collection/centreon-sas-products-services,"4,035",-,1
"Wind River Systems, Inc.",windriver.com,https://discovery.hgdata.com/collection/wind-river-systems-inc-products-services,"7,864",-,2
"Sumo Logic, Inc.",sumologic.com,https://discovery.hgdata.com/collection/sumo-logic-inc-products-services,"4,836",-,2
"Brainshark, Inc.",brainshark.com,https://discovery.hgdata.com/collection/brainshark-inc-products-services,"1,813",-,1
"Litmus Software, Inc.",litmus.com,https://discovery.hgdata.com/collection/litmus-software-inc-products-services,"3,033",-,1
Stryker Corporation,stryker.com,https://discovery.hgdata.com/collection/stryker-corporation-products-services,"2,294",-,4
Toon Boom,toonboom.com,https://discovery.hgdata.com/collection/toon-boom-products-services,"2,367",-,1
"Sensus Worldwide Holdings, Ltd.",sensus.com,https://discovery.hgdata.com/collection/sensus-worldwide-holdings-ltd-products-services,"1,817",-,1
"Xaxis, LLC",xaxis.com,https://discovery.hgdata.com/collection/xaxis-llc-products-services,"3,706",-,1
Wordtracker LLP,wordtracker.com,https://discovery.hgdata.com/collection/wordtracker-llp-products-services,"2,564",-,1
Act-3D B.V.,lumion.com,https://discovery.hgdata.com/collection/act-3d-b-v-products-services,"8,238",-,1
Supermetrics OY,supermetrics.com,https://discovery.hgdata.com/collection/supermetrics-oy-products-services,"1,740",-,1
"SugarCRM, Inc.",sugarcrm.com,https://discovery.hgdata.com/collection/sugarcrm-inc-products-services,"12,972",-,6
ALLPLAN Deutschland GmbH,allplan.com,https://discovery.hgdata.com/collection/allplan-deutschland-gmbh-products-services,"4,254",-,1
"Calyx Technology, Inc.",calyxsoftware.com,https://discovery.hgdata.com/collection/calyx-technology-inc-products-services,"3,727",-,1
"JAMF Software, LLC",jamf.com,https://discovery.hgdata.com/collection/jamf-software-llc-products-services,"5,398",-,1
"SumTotal Systems, LLC",sumtotalsystems.com,https://discovery.hgdata.com/collection/sumtotal-systems-llc-products-services,"2,918",-,3
