vendor_name,vendor_url,vendor_hg_url,vendor_company_count,vendor_six_month_change,vendor_product_count
"PSI Services, LLC",psionline.com,https://discovery.hgdata.com/collection/psi-services-llc-products-services,88,-,1
"FatPipe Networks, Inc.",fatpipeinc.com,https://discovery.hgdata.com/collection/fatpipe-networks-inc-products-services,300,-,2
"COOP Systems, Inc.",coopsys.net,https://discovery.hgdata.com/collection/coop-systems-inc-products-services,59,-,1
"Chaos Software Group, Inc.",chaossoftware.com,https://discovery.hgdata.com/collection/chaos-software-group-inc-products-services,213,-,2
"D2iQ, Inc.",d2iq.com,https://discovery.hgdata.com/collection/d2iq-inc-products-services,"1,821",-,5
"Panopto, Inc.",panopto.com,https://discovery.hgdata.com/collection/panopto-inc-products-services,"1,230",-,2
"Iodine, LLC",iodinesoftware.com,https://discovery.hgdata.com/collection/iodine-llc-products-services,38,-,1
Advice Local,advicelocal.com,https://discovery.hgdata.com/collection/advice-local-products-services,38,-,1
"CoinDesk, Inc.",coindesk.com,https://discovery.hgdata.com/collection/coindesk-inc-products-services,73,-,1
Harris Computer Systems,harriscomputer.com,https://discovery.hgdata.com/collection/harris-computer-systems-products-services,285,-,6
"Temporal Technologies, Inc.",temporal.io,https://discovery.hgdata.com/collection/temporal-technologies-inc-products-services,71,-,1
"BrandMuscle, Inc.",brandmuscle.com,https://discovery.hgdata.com/collection/brandmuscle-inc-products-services,"1,249",-,2
Netbiscuits GmbH,netbiscuits.com,https://discovery.hgdata.com/collection/netbiscuits-gmbh-products-services,71,-,1
"XTools Pro, Inc.",xtools.pro,https://discovery.hgdata.com/collection/xtools-pro-inc-products-services,71,-,1
Binero AB,binero.com,https://discovery.hgdata.com/collection/binero-ab-products-services,32,-,1
"CallTrackingMetrics, LLC",calltrackingmetrics.com,https://discovery.hgdata.com/collection/calltrackingmetrics-llc-products-services,89,-,1
"Mastercard International, Inc.",mastercard.com,https://discovery.hgdata.com/collection/mastercard-international-inc-products-services,71,-,1
London Grid for Learning (LGfL),lgfl.net,https://discovery.hgdata.com/collection/london-grid-for-learning-lgfl-products-services,78,-,1
"Northpass, Inc.",northpass.com,https://discovery.hgdata.com/collection/northpass-inc-products-services,95,-,1
"Agnisys, Inc.",agnisys.com,https://discovery.hgdata.com/collection/agnisys-inc-products-services,46,-,1
AlertOps,alertops.com,https://discovery.hgdata.com/collection/alertops-products-services,35,-,1
"Datadog, Inc.",datadoghq.com,https://discovery.hgdata.com/collection/datadog-inc-products-services,"11,711",-,3
"Texada Software, Inc.",texadasoftware.com,https://discovery.hgdata.com/collection/texada-software-inc-products-services,39,-,1
Affirmed Networks,affirmednetworks.com,https://discovery.hgdata.com/collection/affirmed-networks-products-services,64,-,1
BSI Business Systems Integration AG,bsi-software.com,https://discovery.hgdata.com/collection/bsi-business-systems-integration-ag-products-services,72,-,1
OppScience S.A.,oppscience.com,https://discovery.hgdata.com/collection/oppscience-s-a-products-services,38,-,1
"iPatientCare, Inc.",ipatientcare.com,https://discovery.hgdata.com/collection/ipatientcare-inc-products-services,34,-,1
"ReadyCloud, LLC",readycloud.com,https://discovery.hgdata.com/collection/readycloud-llc-products-services,86,-,1
Itineris N.V.,itineris.net,https://discovery.hgdata.com/collection/itineris-n-v-products-services,38,-,1
"Petrosoft, LLC",petrosoftinc.com,https://discovery.hgdata.com/collection/petrosoft-llc-products-services,57,-,1
Concord Technologies Corporation,concord.net,https://discovery.hgdata.com/collection/concord-technologies-corporation-products-services,74,-,1
"Calix, Inc.",calix.com,https://discovery.hgdata.com/collection/calix-inc-products-services,954,-,7
Zwayam Digital,zwayam.com,https://discovery.hgdata.com/collection/zwayam-digital-products-services,38,-,1
Razuna,razuna.org,https://discovery.hgdata.com/collection/razuna-products-services,80,-,1
"Lenses.io, Ltd.",lenses.io,https://discovery.hgdata.com/collection/lenses-io-ltd-products-services,61,-,1
"Labelbox, Inc.",labelbox.com,https://discovery.hgdata.com/collection/labelbox-inc-products-services,75,-,1
Oxalys Technologies,oxalys.com,https://discovery.hgdata.com/collection/oxalys-technologies-products-services,76,-,1
Envision Physician Services,envisionphysicianservices.com,https://discovery.hgdata.com/collection/envision-physician-services-products-services,46,-,1
"CafeX Communications, Inc.",cafex.com,https://discovery.hgdata.com/collection/cafex-communications-inc-products-services,72,-,1
TimeForge,timeforge.com,https://discovery.hgdata.com/collection/timeforge-products-services,34,-,1
"Genius SIS, Inc.",geniussis.com,https://discovery.hgdata.com/collection/genius-sis-inc-products-services,92,-,1
"Opkey, Inc.",opkey.com,https://discovery.hgdata.com/collection/opkey-inc-products-services,88,-,1
"Globys, Inc.",globys.com,https://discovery.hgdata.com/collection/globys-inc-products-services,41,-,1
KRAKEND S.L.,krakend.io,https://discovery.hgdata.com/collection/krakend-s-l-products-services,79,-,1
"SpinGo Solutions, Inc.",spingo.com,https://discovery.hgdata.com/collection/spingo-solutions-inc-products-services,87,-,1
"Schedule360, Inc.",schedule360.com,https://discovery.hgdata.com/collection/schedule360-inc-products-services,64,-,1
HapYak Interactive Video,hapyak.com,https://discovery.hgdata.com/collection/hapyak-interactive-video-products-services,88,-,1
Interroll AG,interroll.com,https://discovery.hgdata.com/collection/interroll-ag-products-services,41,-,1
"Datto, Inc.",datto.com,https://discovery.hgdata.com/collection/datto-inc-products-services,"3,915",-,4
iMagic Software,imagicinventorysoftware.com,https://discovery.hgdata.com/collection/imagic-software-products-services,64,-,1
Ergon Informatik AG,airlock.com,https://discovery.hgdata.com/collection/ergon-informatik-ag-products-services,33,-,1
EfficientIP SAS,efficientip.com,https://discovery.hgdata.com/collection/efficientip-sas-products-services,126,-,2
Quiet Logistics,quietlogistics.com,https://discovery.hgdata.com/collection/quiet-logistics-products-services,49,-,1
"edgeNEXUS, Ltd.",edgenexus.io,https://discovery.hgdata.com/collection/edgenexus-ltd-products-services,34,-,1
Secure64 Software Corporation,secure64.com,https://discovery.hgdata.com/collection/secure64-software-corporation-products-services,40,-,1
"ProTexting, LLC",protexting.com,https://discovery.hgdata.com/collection/protexting-llc-products-services,43,-,1
Channel Fusion,channel-fusion.com,https://discovery.hgdata.com/collection/channel-fusion-products-services,33,-,1
"IHS Markit, Ltd.",ihsmarkit.com,https://discovery.hgdata.com/collection/ihs-markit-ltd-products-services,"2,211",-,5
Awingu N.V.,awingu.com,https://discovery.hgdata.com/collection/awingu-n-v-products-services,54,-,1
"Vndly, Inc.",vndly.com,https://discovery.hgdata.com/collection/vndly-inc-products-services,55,-,1
iland Internet Solutions,iland.com,https://discovery.hgdata.com/collection/iland-internet-solutions-products-services,179,-,3
TechViz SAS,techviz.net,https://discovery.hgdata.com/collection/techviz-sas-products-services,62,-,1
"123Signup AMS, Inc.",123signup.com,https://discovery.hgdata.com/collection/123signup-ams-inc-products-services,66,-,1
"RudderStack, Inc.",rudderstack.com,https://discovery.hgdata.com/collection/rudderstack-inc-products-services,62,-,1
Mindgate Solutions Pvt Ltd,mindgate.in,https://discovery.hgdata.com/collection/mindgate-solutions-pvt-ltd-products-services,52,-,1
The Ahola Corporation,ahola.com,https://discovery.hgdata.com/collection/the-ahola-corporation-products-services,73,-,1
"Borderfree, Inc.",borderfree.com,https://discovery.hgdata.com/collection/borderfree-inc-products-services,73,-,1
"EPAM Systems, Inc.",epam.com,https://discovery.hgdata.com/collection/epam-systems-inc-products-services,33,-,1
"Bricata, Inc.",bricata.com,https://discovery.hgdata.com/collection/bricata-inc-products-services,47,-,1
"PerkinElmer, Inc.",perkinelmer.com,https://discovery.hgdata.com/collection/perkinelmer-inc-products-services,252,-,5
"MEDHOST, Inc.",medhost.com,https://discovery.hgdata.com/collection/medhost-inc-products-services,"1,151",-,2
"Veriato, Inc.",veriato.com,https://discovery.hgdata.com/collection/veriato-inc-products-services,41,-,1
"Avanti Computer Systems, Ltd.",avantisystems.com,https://discovery.hgdata.com/collection/avanti-computer-systems-ltd-products-services,64,-,1
"DemandFarm, Inc.",demandfarm.com,https://discovery.hgdata.com/collection/demandfarm-inc-products-services,33,-,1
"Innosoft Canada, Inc.",innosoftfusion.com,https://discovery.hgdata.com/collection/innosoft-canada-inc-products-services,314,-,2
"Medical Packaging, Inc.",medpak.com,https://discovery.hgdata.com/collection/medical-packaging-inc-products-services,61,-,1
medavis GmbH,medavis.com,https://discovery.hgdata.com/collection/medavis-gmbh-products-services,54,-,1
"GRM Information Management, Inc.",grmdocumentmanagement.com,https://discovery.hgdata.com/collection/grm-information-management-inc-products-services,40,-,2
"Dell Technologies, Inc.",delltechnologies.com,https://discovery.hgdata.com/collection/dell-technologies-inc-products-services,"57,000",-,211
"Deltek, Inc.",deltek.com,https://discovery.hgdata.com/collection/deltek-inc-products-services,"16,950",-,25
"Triberr, Inc.",triberr.com,https://discovery.hgdata.com/collection/triberr-inc-products-services,43,-,1
IMS MAXIMS,imsmaxims.com,https://discovery.hgdata.com/collection/ims-maxims-products-services,62,-,1
Dragerwerk AG & Company KgaA,draeger.com,https://discovery.hgdata.com/collection/dragerwerk-ag-and-company-kgaa-products-services,596,-,6
"Xoran Technologies, LLC",xorantech.com,https://discovery.hgdata.com/collection/xoran-technologies-llc-products-services,58,-,1
Profidata Group AG,profidatagroup.com,https://discovery.hgdata.com/collection/profidata-group-ag-products-services,70,-,1
"Talk Technologies, Inc.",talktech.com,https://discovery.hgdata.com/collection/talk-technologies-inc-products-services,57,-,1
"Zayo Group Holdings, Inc.",zayo.com,https://discovery.hgdata.com/collection/zayo-group-holdings-inc-products-services,78,-,1
Papersoft S.A.,papersoft-dms.com,https://discovery.hgdata.com/collection/papersoft-s-a-products-services,53,-,1
Alex Solutions Pty Ltd,alexsolutions.com.au,https://discovery.hgdata.com/collection/alex-solutions-pty-ltd-products-services,38,-,1
Paradigm,pdgm.com,https://discovery.hgdata.com/collection/paradigm-products-services,95,-,2
"ZL Technologies, Inc.",zlti.com,https://discovery.hgdata.com/collection/zl-technologies-inc-products-services,67,-,1
"Demodesk, Inc.",demodesk.com,https://discovery.hgdata.com/collection/demodesk-inc-products-services,45,-,1
Workhuman,workhuman.com,https://discovery.hgdata.com/collection/workhuman-products-services,77,-,1
Raintree Systems,raintreeinc.com,https://discovery.hgdata.com/collection/raintree-systems-products-services,78,-,1
"Jio Haptik Technologies, Ltd.",haptik.ai,https://discovery.hgdata.com/collection/jio-haptik-technologies-ltd-products-services,38,-,1
"AdParlor, LLC",adparlor.com,https://discovery.hgdata.com/collection/adparlor-llc-products-services,88,-,1
FlowMapp,flowmapp.com,https://discovery.hgdata.com/collection/flowmapp-products-services,70,-,1
"EIS Group Software, Ltd.",eisgroup.com,https://discovery.hgdata.com/collection/eis-group-software-ltd-products-services,72,-,1
"Siemens Industry Software, Inc.",plm.automation.siemens.com,https://discovery.hgdata.com/collection/siemens-industry-software-inc-products-services,"1,546",-,4
"UMT 360, LLC",umt360.com,https://discovery.hgdata.com/collection/umt-360-llc-products-services,57,-,1
Infohos Services CVBA,infohos.be,https://discovery.hgdata.com/collection/infohos-services-cvba-products-services,71,-,1
Garda World Security Corporation,garda.com,https://discovery.hgdata.com/collection/garda-world-security-corporation-products-services,371,-,2
"Realeflow, LLC",realeflow.com,https://discovery.hgdata.com/collection/realeflow-llc-products-services,36,-,1
"Demandbase, Inc.",demandbase.com,https://discovery.hgdata.com/collection/demandbase-inc-products-services,"5,338",-,2
"EasyMorph, Inc.",easymorph.com,https://discovery.hgdata.com/collection/easymorph-inc-products-services,54,-,1
Quentic GmbH,quentic.com,https://discovery.hgdata.com/collection/quentic-gmbh-products-services,331,-,1
"Collective Data, Inc.",collectivedata.com,https://discovery.hgdata.com/collection/collective-data-inc-products-services,32,-,1
Idea Fabrik PLC,ideafabrik.com,https://discovery.hgdata.com/collection/idea-fabrik-plc-products-services,38,-,1
"Mediscribe, Inc.",mediscribe.com,https://discovery.hgdata.com/collection/mediscribe-inc-products-services,42,-,1
HungerRush,hungerrush.com,https://discovery.hgdata.com/collection/hungerrush-products-services,161,-,1
ERPScan B.V.,erpscan.io,https://discovery.hgdata.com/collection/erpscan-b-v-products-services,38,-,1
"Aternity, LLC",aternity.com,https://discovery.hgdata.com/collection/aternity-llc-products-services,669,-,4
"Cribl, Inc.",cribl.io,https://discovery.hgdata.com/collection/cribl-inc-products-services,88,-,1
"Demandforce, Inc.",demandforce.com,https://discovery.hgdata.com/collection/demandforce-inc-products-services,"10,556",-,2
ASC Technologies AG,asctechnologies.com,https://discovery.hgdata.com/collection/asc-technologies-ag-products-services,32,-,1
"GAINSystems, Inc.",gainsystems.com,https://discovery.hgdata.com/collection/gainsystems-inc-products-services,42,-,1
"Bright Pattern, Inc.",brightpattern.com,https://discovery.hgdata.com/collection/bright-pattern-inc-products-services,54,-,1
"Shoprocket, Ltd.",shoprocket.io,https://discovery.hgdata.com/collection/shoprocket-ltd-products-services,53,-,1
Groupe PSIH,groupepsih.com,https://discovery.hgdata.com/collection/groupe-psih-products-services,77,-,1
"WorkZone, LLC",workzone.com,https://discovery.hgdata.com/collection/workzone-llc-products-services,92,-,1
Clinisys Group,clinisysgroup.com,https://discovery.hgdata.com/collection/clinisys-group-products-services,89,-,3
Utimaco GmbH,utimaco.com,https://discovery.hgdata.com/collection/utimaco-gmbh-products-services,312,-,2
HID Global Corporation,hidglobal.com,https://discovery.hgdata.com/collection/hid-global-corporation-products-services,"1,345",-,6
Salon Ultimate,salonultimate.com,https://discovery.hgdata.com/collection/salon-ultimate-products-services,44,-,1
"Engagedly, Inc.",engagedly.com,https://discovery.hgdata.com/collection/engagedly-inc-products-services,57,-,1
"Administrate, Ltd.",getadministrate.com,https://discovery.hgdata.com/collection/administrate-ltd-products-services,43,-,1
ExpertusONE,expertusone.com,https://discovery.hgdata.com/collection/expertusone-products-services,44,-,1
"Delego Software, Inc.",delegopayments.com,https://discovery.hgdata.com/collection/delego-software-inc-products-services,90,-,1
Finicity Corporation,finicity.com,https://discovery.hgdata.com/collection/finicity-corporation-products-services,42,-,1
"Velocix Solutions, Ltd.",velocix.com,https://discovery.hgdata.com/collection/velocix-solutions-ltd-products-services,57,-,1
"GruntWorx, LLC",gruntworx.com,https://discovery.hgdata.com/collection/gruntworx-llc-products-services,54,-,1
"Cyberbit, Ltd.",cyberbit.com,https://discovery.hgdata.com/collection/cyberbit-ltd-products-services,58,-,1
"Piano Software, Inc.",piano.io,https://discovery.hgdata.com/collection/piano-software-inc-products-services,"2,343",-,2
"ICS Learning Group, Inc.",icslearninggroup.com,https://discovery.hgdata.com/collection/ics-learning-group-inc-products-services,51,-,1
"Digital River, Inc.",digitalriver.com,https://discovery.hgdata.com/collection/digital-river-inc-products-services,"3,522",-,3
Holland Transportation,drdispatch.com,https://discovery.hgdata.com/collection/holland-transportation-products-services,83,-,1
Datex Corporation,datexcorp.com,https://discovery.hgdata.com/collection/datex-corporation-products-services,59,-,1
"Data Dynamics, Inc.",datadynamicsinc.com,https://discovery.hgdata.com/collection/data-dynamics-inc-products-services,116,-,2
"Avaamo, Inc.",avaamo.ai,https://discovery.hgdata.com/collection/avaamo-inc-products-services,63,-,1
"Market Resources Partners, LLC",mrpfd.com,https://discovery.hgdata.com/collection/market-resources-partners-llc-products-services,68,-,1
Insite Innovations and Properties B.V.,dimml.io,https://discovery.hgdata.com/collection/insite-innovations-and-properties-b-v-products-services,51,-,1
Donesafe Pty Ltd,donesafe.com,https://discovery.hgdata.com/collection/donesafe-pty-ltd-products-services,81,-,1
"ANY.RUN, LLC",any.run,https://discovery.hgdata.com/collection/any-run-llc-products-services,71,-,1
"Bolt Financial, Inc.",bolt.com,https://discovery.hgdata.com/collection/bolt-financial-inc-products-services,36,-,1
PerformanceCentre International Pty Ltd,performio.co,https://discovery.hgdata.com/collection/performancecentre-international-pty-ltd-products-services,55,-,1
"Digital.ai Software, Inc.",digital.ai,https://discovery.hgdata.com/collection/digital-ai-software-inc-products-services,"7,170",-,14
ApexChat,apexchat.com,https://discovery.hgdata.com/collection/apexchat-products-services,60,-,1
Configit A\S,configit.com,https://discovery.hgdata.com/collection/configit-a-s-products-services,78,-,1
Fluent Retail Pty Ltd,fluentcommerce.com,https://discovery.hgdata.com/collection/fluent-retail-pty-ltd-products-services,82,-,1
"Gluu, Inc.",gluu.org,https://discovery.hgdata.com/collection/gluu-inc-products-services,91,-,1
"ReconArt, Inc.",reconart.com,https://discovery.hgdata.com/collection/reconart-inc-products-services,82,-,1
Serenity Software,serenity.is,https://discovery.hgdata.com/collection/serenity-software-products-services,70,-,1
"LAMS Foundation, Ltd.",lamsfoundation.org,https://discovery.hgdata.com/collection/lams-foundation-ltd-products-services,68,-,1
Herfert Software,herfertsoftware.com,https://discovery.hgdata.com/collection/herfert-software-products-services,36,-,1
"HappyCo, Inc.",happy.co,https://discovery.hgdata.com/collection/happyco-inc-products-services,88,-,2
GLOFOX,glofox.com,https://discovery.hgdata.com/collection/glofox-products-services,34,-,1
"FieldPoint Service Applications, Inc.",fieldpoint.net,https://discovery.hgdata.com/collection/fieldpoint-service-applications-inc-products-services,57,-,1
Aeon Global Health Corporation,aeonglobalhealth.com,https://discovery.hgdata.com/collection/aeon-global-health-corporation-products-services,34,-,1
"Genpact, Ltd.",genpact.com,https://discovery.hgdata.com/collection/genpact-ltd-products-services,200,-,3
Lighthouse S.A.,lighthouse.gr,https://discovery.hgdata.com/collection/lighthouse-s-a-products-services,83,-,1
Iconixx Software Corporation,iconixx.com,https://discovery.hgdata.com/collection/iconixx-software-corporation-products-services,69,-,1
"Digital Reef, Inc.",digitalreefinc.com,https://discovery.hgdata.com/collection/digital-reef-inc-products-services,57,-,1
i-exceed Technology Solutions Pvt Ltd,i-exceed.com,https://discovery.hgdata.com/collection/i-exceed-technology-solutions-pvt-ltd-products-services,61,-,1
"Specops Software, Ltd.",specopssoft.com,https://discovery.hgdata.com/collection/specops-software-ltd-products-services,60,-,1
"Blynk, Inc.",blynk.io,https://discovery.hgdata.com/collection/blynk-inc-products-services,87,-,1
"ImagineTime, Inc.",imaginetime.com,https://discovery.hgdata.com/collection/imaginetime-inc-products-services,89,-,1
"Wallarm, Inc.",wallarm.com,https://discovery.hgdata.com/collection/wallarm-inc-products-services,39,-,1
"Galileo Financial Technologies, Inc.",galileo-ft.com,https://discovery.hgdata.com/collection/galileo-financial-technologies-inc-products-services,74,-,1
"NextMark, Inc.",nextmark.com,https://discovery.hgdata.com/collection/nextmark-inc-products-services,86,-,1
Avera Health,avera.org,https://discovery.hgdata.com/collection/avera-health-products-services,48,-,1
"Cerberus, LLC",cerberusftp.com,https://discovery.hgdata.com/collection/cerberus-llc-products-services,34,-,1
Diligent Corporation,wegalvanize.com,https://discovery.hgdata.com/collection/diligent-corporation-products-services,"1,568",-,4
"Unravel Data Systems, Inc.",unraveldata.com,https://discovery.hgdata.com/collection/unravel-data-systems-inc-products-services,59,-,1
"Epsagon, Inc.",epsagon.com,https://discovery.hgdata.com/collection/epsagon-inc-products-services,39,-,1
"Fospha, Ltd.",fospha.com,https://discovery.hgdata.com/collection/fospha-ltd-products-services,46,-,1
"Simulmedia, Inc.",simulmedia.com,https://discovery.hgdata.com/collection/simulmedia-inc-products-services,89,-,1
"Channeltivity, LLC",channeltivity.com,https://discovery.hgdata.com/collection/channeltivity-llc-products-services,75,-,1
"Empower Technologies, Inc.",nomoredictation.com,https://discovery.hgdata.com/collection/empower-technologies-inc-products-services,47,-,1
42Gears Mobility Systems Pvt Ltd,42gears.com,https://discovery.hgdata.com/collection/42gears-mobility-systems-pvt-ltd-products-services,77,-,2
"Kenandy, Inc.",kenandy.com,https://discovery.hgdata.com/collection/kenandy-inc-products-services,33,-,1
J.D. Power,jdpower.com,https://discovery.hgdata.com/collection/j-d-power-products-services,62,-,1
BOARD International S.A.,board.com,https://discovery.hgdata.com/collection/board-international-s-a-products-services,37,-,1
"Beijing SenseTime Technology Development Company, Ltd.",sensetime.com,https://discovery.hgdata.com/collection/beijing-sensetime-technology-development-company-ltd-products-services,75,-,1
Sophus3,sophus3.com,https://discovery.hgdata.com/collection/sophus3-products-services,35,-,1
Visual Retail Plus,visualretailplus.com,https://discovery.hgdata.com/collection/visual-retail-plus-products-services,43,-,1
"CoSchedule, LLC",coschedule.com,https://discovery.hgdata.com/collection/coschedule-llc-products-services,45,-,1
"OutboundEngine, Inc.",outboundengine.com,https://discovery.hgdata.com/collection/outboundengine-inc-products-services,37,-,1
"Acadaca, LLC",acadaca.com,https://discovery.hgdata.com/collection/acadaca-llc-products-services,48,-,1
"Etch Mobile, Inc.",goodtime.io,https://discovery.hgdata.com/collection/etch-mobile-inc-products-services,33,-,1
"rezora, LLC",rezora.com,https://discovery.hgdata.com/collection/rezora-llc-products-services,78,-,1
"InfoSum, Ltd.",infosum.com,https://discovery.hgdata.com/collection/infosum-ltd-products-services,40,-,1
"Prime Technologies, Inc.",primetechpa.com,https://discovery.hgdata.com/collection/prime-technologies-inc-products-services,83,-,1
"PureCars Technologies, LLC",purecars.com,https://discovery.hgdata.com/collection/purecars-technologies-llc-products-services,75,-,1
"eLumen, Inc.",elumenconnect.com,https://discovery.hgdata.com/collection/elumen-inc-products-services,65,-,1
ROI Solutions,roisolutions.com,https://discovery.hgdata.com/collection/roi-solutions-products-services,66,-,1
"MedicalMine, Inc.",charmhealth.com,https://discovery.hgdata.com/collection/medicalmine-inc-products-services,70,-,1
"LemonStand eCommerce, Inc.",lemonstandapp.com,https://discovery.hgdata.com/collection/lemonstand-ecommerce-inc-products-services,58,-,1
IP Infusion,ipinfusion.com,https://discovery.hgdata.com/collection/ip-infusion-products-services,89,-,1
"Infinite Blue Platform, LLC",infiniteblue.com,https://discovery.hgdata.com/collection/infinite-blue-platform-llc-products-services,71,-,1
LeadFWD Corporation,leadfwd.com,https://discovery.hgdata.com/collection/leadfwd-corporation-products-services,48,-,1
EHI Retail Institute GmbH,ehi.org,https://discovery.hgdata.com/collection/ehi-retail-institute-gmbh-products-services,72,-,1
"ConnectALL, LLC",connectall.com,https://discovery.hgdata.com/collection/connectall-llc-products-services,85,-,1
"Aviso, Inc.",aviso.com,https://discovery.hgdata.com/collection/aviso-inc-products-services,48,-,1
The Cluen Corporation,cluen.com,https://discovery.hgdata.com/collection/the-cluen-corporation-products-services,58,-,1
"DocuSign, Inc.",docusign.com,https://discovery.hgdata.com/collection/docusign-inc-products-services,"22,330",-,3
"Crossbeam, Inc.",crossbeam.com,https://discovery.hgdata.com/collection/crossbeam-inc-products-services,39,-,1
"Arctic Wolf Networks, Inc.",arcticwolf.com,https://discovery.hgdata.com/collection/arctic-wolf-networks-inc-products-services,57,-,1
CustomerThink Corporation,customerthink.com,https://discovery.hgdata.com/collection/customerthink-corporation-products-services,42,-,1
Siemplify,siemplify.co,https://discovery.hgdata.com/collection/siemplify-products-services,71,-,1
"SoftVelocity, Inc.",softvelocity.com,https://discovery.hgdata.com/collection/softvelocity-inc-products-services,41,-,2
"redIQ, LLC",rediq.com,https://discovery.hgdata.com/collection/rediq-llc-products-services,57,-,1
"VideoAmp, Inc.",videoamp.com,https://discovery.hgdata.com/collection/videoamp-inc-products-services,80,-,1
GoodBarber,goodbarber.com,https://discovery.hgdata.com/collection/goodbarber-products-services,76,-,1
"Ametek, Inc.",ametek.com,https://discovery.hgdata.com/collection/ametek-inc-products-services,79,-,1
"Convercent, Inc.",convercent.com,https://discovery.hgdata.com/collection/convercent-inc-products-services,87,-,1
"Avercast, LLC",avercast.com,https://discovery.hgdata.com/collection/avercast-llc-products-services,70,-,1
LetsBuild Belgium S.A.,letsbuild.com,https://discovery.hgdata.com/collection/letsbuild-belgium-s-a-products-services,78,-,1
"Ontolo, LLC",ontolo.com,https://discovery.hgdata.com/collection/ontolo-llc-products-services,38,-,1
Kanbanery Sp. z o.o.,kanbanery.com,https://discovery.hgdata.com/collection/kanbanery-sp-z-o-o-products-services,41,-,1
"BrightBytes, Inc.",brightbytes.net,https://discovery.hgdata.com/collection/brightbytes-inc-products-services,64,-,1
Dow Jones,dowjones.com,https://discovery.hgdata.com/collection/dow-jones-products-services,"3,643",-,3
"ComplyAdvantage, Ltd.",complyadvantage.com,https://discovery.hgdata.com/collection/complyadvantage-ltd-products-services,77,-,1
"VidCruiter, Inc.",vidcruiter.com,https://discovery.hgdata.com/collection/vidcruiter-inc-products-services,66,-,1
"Centium Software, Ltd.",eventsair.com,https://discovery.hgdata.com/collection/centium-software-ltd-products-services,406,-,2
"Interactyx, Ltd.",topyx.com,https://discovery.hgdata.com/collection/interactyx-ltd-products-services,69,-,1
"MediQuant, LLC",mediquant.com,https://discovery.hgdata.com/collection/mediquant-llc-products-services,129,-,2
i-Sight Company,i-sight.com,https://discovery.hgdata.com/collection/i-sight-company-products-services,148,-,1
"Joyent, Inc.",joyent.com,https://discovery.hgdata.com/collection/joyent-inc-products-services,"1,697",-,3
Rohde & Schwarz GmbH & Company KG,rohde-schwarz.com,https://discovery.hgdata.com/collection/rohde-and-schwarz-gmbh-and-company-kg-products-services,698,-,5
"Znode, LLC",znode.com,https://discovery.hgdata.com/collection/znode-llc-products-services,125,-,2
"Intellect, Inc.",intellect.com,https://discovery.hgdata.com/collection/intellect-inc-products-services,126,-,1
"Knock, Inc.",knockcrm.com,https://discovery.hgdata.com/collection/knock-inc-products-services,173,-,1
"KickoffLabs, LLC",kickofflabs.com,https://discovery.hgdata.com/collection/kickofflabs-llc-products-services,122,-,1
cognitiveSEO,cognitiveseo.com,https://discovery.hgdata.com/collection/cognitiveseo-products-services,195,-,1
Attraqt Group PLC,attraqt.com,https://discovery.hgdata.com/collection/attraqt-group-plc-products-services,134,-,1
"Userecho, LLC",userecho.com,https://discovery.hgdata.com/collection/userecho-llc-products-services,133,-,1
Connexall,connexall.com,https://discovery.hgdata.com/collection/connexall-products-services,169,-,1
"Evolve IP, LLC",evolveip.net,https://discovery.hgdata.com/collection/evolve-ip-llc-products-services,180,-,1
"Zoom Analytics, Ltd.",zoomanalytics.co,https://discovery.hgdata.com/collection/zoom-analytics-ltd-products-services,167,-,1
Keybase,keybase.io,https://discovery.hgdata.com/collection/keybase-products-services,150,-,1
"CDK Global, LLC",cdkglobal.com,https://discovery.hgdata.com/collection/cdk-global-llc-products-services,246,-,2
"Onit, Inc.",onit.com,https://discovery.hgdata.com/collection/onit-inc-products-services,210,-,1
Axiomatics AB,axiomatics.com,https://discovery.hgdata.com/collection/axiomatics-ab-products-services,118,-,1
"ART19, Inc.",art19.com,https://discovery.hgdata.com/collection/art19-inc-products-services,133,-,1
OnePageCRM,onepagecrm.com,https://discovery.hgdata.com/collection/onepagecrm-products-services,185,-,1
EverString Technology,everstring.com,https://discovery.hgdata.com/collection/everstring-technology-products-services,137,-,1
"AgencyAnalytics, Inc.",agencyanalytics.com,https://discovery.hgdata.com/collection/agencyanalytics-inc-products-services,150,-,1
"AltiGen Communications, Inc.",altigen.com,https://discovery.hgdata.com/collection/altigen-communications-inc-products-services,807,-,2
DocuPhase,docuphase.com,https://discovery.hgdata.com/collection/docuphase-products-services,187,-,1
"Smart ERP Solutions, Inc.",smarterp.com,https://discovery.hgdata.com/collection/smart-erp-solutions-inc-products-services,239,-,2
"Egenera, Inc.",egenera.com,https://discovery.hgdata.com/collection/egenera-inc-products-services,177,-,1
"GoDaddy Sellbrite, Inc.",sellbrite.com,https://discovery.hgdata.com/collection/godaddy-sellbrite-inc-products-services,126,-,1
"Lionbridge Technologies, Inc.",lionbridge.com,https://discovery.hgdata.com/collection/lionbridge-technologies-inc-products-services,182,-,1
"Monitus, LLC",monitus.net,https://discovery.hgdata.com/collection/monitus-llc-products-services,128,-,1
"automotiveMastermind, Inc.",automotivemastermind.com,https://discovery.hgdata.com/collection/automotivemastermind-inc-products-services,217,-,1
"Allego, Inc.",allego.com,https://discovery.hgdata.com/collection/allego-inc-products-services,167,-,1
